source,title,date,url,snippet
EconomyNext (Business),"War risk, rerouted ships hit Sri Lanka’s cuppa tea",2026-03-18,https://economynext.com/war-risk-rerouted-ships-hit-sri-lankas-cuppa-tea-264376/,"Tea is Sri Lanka's top export agriculture commodity brining US$1.5bn annual revenue By By Ranul Seneviratne March 18, 2026"
EconomyNext (Business),NPCI International offers digital payments for Indian travellers in Sri Lanka,2026-03-18,https://economynext.com/npci-international-offers-digital-payments-for-indian-travellers-in-sri-lanka-264348/,"The introduction of this system, in collaboration with LankaPay, will increase payment options for Indian travellers March 18, 2026"
EconomyNext (Economy),"Sri Lanka's Hayleys Fentons, India's JSL wins bid to build Mannar power line",2026-03-17,https://economynext.com/sri-lankas-hayleys-fentons-indias-jsl-wins-bid-to-build-mannar-power-line-264198/,"For 2,269.18 million rupees (excluding tax) March 17, 2026"
EconomyNext (Economy),Sri Lanka manufacturing continued to expand in Feb 2026: PMI,2026-03-17,https://economynext.com/sri-lanka-manufacturing-continued-to-expand-in-feb-2026-pmi-264157/,"Suppliers' Delivery Time lengthened further, indicating increased pressure on supply chains. March 17, 2026"
EconomyNext (Economy),Sri Lanka services activities expansion dips in Feb 2026: PMI,2026-03-17,https://economynext.com/sri-lanka-services-activities-expansion-dips-in-feb-2026-pmi-264166/,"Primarily driven by professional services and other personal service activities. March 17, 2026"
EconomyNext (Economy),"Sri Lanka needs to sustain strong fiscal, external sector measures for stability: CB",2026-03-17,https://economynext.com/sri-lanka-needs-to-sustain-strong-fiscal-external-sector-measures-for-stability-cb-264232/,"CB says Middle East conflict, price volatility, adverse weather could pose risks March 17, 2026"
EconomyNext (Business),Sri Lanka eyes regional gaming hub status with Chinese tech push,2026-03-16,https://economynext.com/sri-lanka-eyes-regional-gaming-hub-status-with-chinese-tech-push-264064/,"Gaming is promoted in Sri Lanka to target high-end tourists By By Ranul Seneviratne March 16, 2026"
EconomyNext (Economy),"Sri Lanka declares Wednesday public holiday, halts gov events",2026-03-16,https://economynext.com/sri-lanka-declares-wednesday-public-holiday-halts-gov-events-264094/,"In order to conserve fuel amidst the escalating US-Israel war on Iran March 16, 2026"
EconomyNext (Economy),Foreigners sell US$14.6mn worth Sri Lanka rupee bonds amid depreciation pressure,2026-03-16,https://economynext.com/foreigners-sell-us14-6mn-worth-sri-lanka-rupee-bonds-amid-depreciation-pressure-263952/,"Sri Lanka has seen over US$56 mn worth net inflows into rupee bonds this year March 16, 2026"
EconomyNext (Economy),"Sri Lanka chamber calls for prioritizing fuel, FX",2026-03-16,https://economynext.com/sri-lanka-chamber-calls-for-prioritizing-fuel-fx-264089/,"Recommends non-essential foreign currency outflows be limited, while prioritizing critical imports March 16, 2026"
EconomyNext (Business),Sri Lanka February tourism revenue down 4.3 pct,2026-03-14,https://economynext.com/sri-lanka-february-tourism-revenue-down-4-3-pct-263928/,"Monthly tourism earnings have edged down in six out of the last eight months after change in per day spending March 14, 2026"
EconomyNext (Business),"Olympic committee of Sri Lanka, Carnage partner to boost athletes",2026-03-14,https://economynext.com/olympic-committee-of-sri-lanka-carnage-partner-to-boost-athletes-263882/,"Carnage will design, develop, and supply specialised apparel for multiple disciplines, including competition kits, March 14, 2026"
EconomyNext (Economy),Sri Lanka commercial banks exhaust MSME loan quotas; Ministry to allocate new funds,2026-03-13,https://economynext.com/sri-lanka-commercial-banks-exhaust-msme-loan-quotas-ministry-to-allocate-new-funds-263835/,"Commercial Bank, HNB, and NDB have exhausted their loan quotas, minister said March 13, 2026"
EconomyNext (Business),"Sri Lankans eye EVs and hybrids amid rising fuel costs, BYD’s local agent says",2026-03-11,https://economynext.com/sri-lankans-eye-evs-and-hybrids-amid-rising-fuel-costs-byds-local-agent-says-263643/,"BYD Sealion 8, a hybrid 7-seater SUV, launched in Colombo by John Keells CG Auto By By Sanchitha Paranagama March 11, 2026"
EconomyNext (Economy),ADB reaffirms support for Sri Lanka's recovery and reform,2026-03-11,https://economynext.com/adb-reaffirms-support-for-sri-lankas-recovery-and-reform-263743/,"ADB is ready to provide more than 1 billion dollars annually to Sri Lanka from 2026 to 2029, the global lender said. March 11, 2026"
EconomyNext (Business),Sri Lanka allocates Rs131.02mn to develop tourism infrastructure in Jaffna,2026-03-10,https://economynext.com/sri-lanka-allocates-rs131-02mn-to-develop-tourism-infrastructure-in-jaffna-263481/,"Part of a larger tourism development program to be implemented between 2026-2028 covering all 9 provinces March 10, 2026"
EconomyNext (Economy),Sri Lanka to create Economic Surveillance Committee to monitor conflict impact,2026-03-10,https://economynext.com/sri-lanka-to-create-economic-surveillance-committee-to-monitor-conflict-impact-263488/,"Will include businessmen who will make recommendations to cabinet March 10, 2026"
EconomyNext (Business),Sri Lanka cabinet clears relief package for disaster-affected export crops,2026-03-10,https://economynext.com/sri-lanka-cabinet-clears-relief-package-for-disaster-affected-export-crops-263559/,"Up to 750,000 rupees a hectare of coconut March 10, 2026"
EconomyNext (Economy),Sri Lanka to grant 14-day free visa extension for foreigners stranded by conflict,2026-03-10,https://economynext.com/sri-lanka-to-grant-14-day-free-visa-extension-for-foreigners-stranded-by-conflict-263515/,"If flight cancellations continue, the visa validity will be extended for another 14 days, also for free March 10, 2026"
EconomyNext (Business),"Sri Lanka, the Philippines to strengthen cooperation in education",2026-03-10,https://economynext.com/sri-lanka-the-philippines-to-strengthen-cooperation-in-education-263476/,"focused on strengthening cooperation in education, technical skills development, and agricultural research March 10, 2026"
EconomyNext (Economy),EXPLAINER-Navigating Sri Lanka’s high-stakes economic tightrope amid soaring oil prices,2026-03-10,https://economynext.com/explainer-navigating-sri-lankas-high-stakes-economic-tightrope-amid-soaring-oil-prices-263450/,"Sri Lanka has already raised fuel prices over soaring global oil prices after U.S./Israel's attack on Iran By By Shihar Aneez March 10, 2026"
EconomyNext (Economy),"Sri Lanka has 'space' to absorb oil shocks, central bank governor says",2026-03-09,https://economynext.com/sri-lanka-has-space-to-absorb-oil-shocks-central-bank-governor-says-263363/,"Was speaking to Bloomberg before oil prices surged past 115 dollars a barrel March 9, 2026"
EconomyNext (Economy),Iran conflict raises new credit risks for emerging market sovereigns: Fitch,2026-03-09,https://economynext.com/iran-conflict-raises-new-credit-risks-for-emerging-market-sovereigns-fitch-263345/,"Vulnerabilities to higher import costs will be most acute in markets with already stretched financing capacity, March 9, 2026"
EconomyNext (Economy),Sri Lanka Customs outperforms in February; exceeds revenue goal by 28-pct,2026-03-08,https://economynext.com/sri-lanka-customs-outperforms-in-february-exceeds-revenue-goal-by-28-pct-263300/,"It has achieved 21.5-pct of 2026 target in first 62 days March 8, 2026"
EconomyNext (Business),Sri Lanka to merge industrial agencies into new ‘Innovation Authority’: Minister,2026-03-07,https://economynext.com/sri-lanka-to-merge-industrial-agencies-into-new-innovation-authority-minister-263295/,"New authority will absorb the Industrial Development Board (IDB), the National Enterprise Development Authority (NEDA) March 7, 2026"
EconomyNext (Economy),Sri Lanka worker remittances jump 33-pct to US$729mn in February 2026,2026-03-07,https://economynext.com/sri-lanka-worker-remittances-jump-33-pct-to-us729mn-in-february-2026-263286/,"They have risen 32-pct in first two month of 2026 March 7, 2026"
EconomyNext (Economy),Sri Lanka central bank chief to join IMF head for Asia-Pacific talks,2026-03-06,https://economynext.com/sri-lanka-central-bank-chief-to-join-imf-head-for-asia-pacific-talks-263145/,"Panel will explore the forces reshaping the Asia-Pacific region and the policy priorities needed March 6, 2026"
EconomyNext (Economy),"Sri Lanka’s debt on sustainable trajectory, bond holders told in investor call",2026-03-06,https://economynext.com/sri-lankas-debt-on-sustainable-trajectory-bond-holders-told-in-investor-call-263273/,"Sri Lanka’s debt on a sustainable trajectory, below the targets set by the IMF DSA March 6, 2026"
EconomyNext (Economy),Sri Lanka to lower social security contribution levy registration threshold,2026-03-05,https://economynext.com/sri-lanka-to-lower-social-security-contribution-levy-registration-threshold-263077/,"Through a new bill to amend the SSCL Act No. 25 of 2022. March 5, 2026"
EconomyNext (Business),Sri Lanka tourist arrivals up 16.2-pct in Feb 2026,2026-03-04,https://economynext.com/sri-lanka-tourist-arrivals-up-16-2-pct-in-feb-2026-262962/,"Sri Lanka was co-host of the 2026 ICC Men's T20 World Cup, which saw visitors from cricket playing countries visiting March 4, 2026"
EconomyNext (Economy),"Sri Lanka to remove cess on 2,600 imported goods in stages: Minister",2026-03-04,https://economynext.com/sri-lanka-to-remove-cess-on-2600-imported-goods-in-stages-minister-262969/,"Phased removal of cess on imported goods
will be done in stages through to 2029 March 4, 2026"
EconomyNext (Economy),Sri Lanka to create maize committee for price and import control,2026-03-04,https://economynext.com/sri-lanka-to-create-maize-committee-for-price-and-import-control-262987/,"Cabinet greenlights supervised maize import system for feed producers March 4, 2026"
EconomyNext (Economy),Sri Lanka should have 2-pct inflation target : top economist,2026-03-04,https://economynext.com/sri-lanka-should-have-2-pct-inflation-target-top-economist-262889/,"Further, low inflation means low interest rates which are favourable for long term economic development March 4, 2026"
EconomyNext (Economy),Sri Lanka's capex to bring high returns to economy in multiple years: Treasury Secy,2026-03-03,https://economynext.com/sri-lankas-capex-to-bring-high-returns-to-economy-in-multiple-years-treasury-secy-262786/,"Capex to have appropriate returns to the economy March 3, 2026"
EconomyNext (Business),JICA gives Sri Lanka's RDA drones to boost landslide prevention,2026-03-03,https://economynext.com/jica-gives-sri-lankas-rda-drones-to-boost-landslide-prevention-262841/,"The drones were given in response to an urgent request from RDA after Cyclone Ditwa. March 3, 2026"
EconomyNext (Economy),Sri Lanka's tax administration and justice - from revenue to repression,2026-03-02,https://economynext.com/sri-lankas-tax-administration-and-justice-from-revenue-to-repression-262739/,"In one case matters 15 years old were raised. He ultimately simplified his affairs, and retreated from active business March 2, 2026"
EconomyNext (Economy),EXPLAINER - US-Israel attack on Iran threatens Sri Lanka’s hard gained recovery,2026-03-01,https://economynext.com/explainer-us-israel-attack-on-iran-threatens-sri-lankas-hard-gained-recovery-262718/,"The geopolitical shockwave could unsettle President Anura Kumara Dissanayake’s plans By By Shihar Aneez March 1, 2026"
EconomyNext (Economy),"Sri Lanka construction activity spikes in Jan 2025, firms faced with labour shortage: PMI",2026-02-28,https://economynext.com/sri-lanka-construction-activity-spikes-in-jan-2025-firms-faced-with-labour-shortage-pmi-262659/,"This was the index' second-highest reading on record after the peak of 75.7 in July 2020, CBSL said. February 28, 2026"
EconomyNext (Economy),"Sri Lanka inflation 1.6-pct in February 2026, food prices fall",2026-02-28,https://economynext.com/sri-lanka-inflation-1-6-pct-in-february-2026-food-prices-fall-262700/,"Price fall in vegetables helps ease February inflation February 28, 2026"
EconomyNext (Business),Sri Lanka apparel exports dip in January amidst global demand volatility: JAAF,2026-02-27,https://economynext.com/sri-lanka-apparel-exports-dip-in-january-amidst-global-demand-volatility-jaaf-262600/,"Reflects continued volatility in global demand February 27, 2026"
EconomyNext (Economy),Sri Lanka starts creating economic value through digital nomads,2026-02-27,https://economynext.com/sri-lanka-starts-creating-economic-value-through-digital-nomads-262634/,"Sri Lanka to be a home for creation of value in the digital space February 27, 2026"
EconomyNext (Business),Sri Lanka residential land prices rise 12.4-pct in Colombo in H2 2025,2026-02-26,https://economynext.com/sri-lanka-residential-land-prices-rise-12-4-pct-in-colombo-in-h2-2025-262419/,"Industrial land went up 8 percent in the second half of 2025, compared to the same period of 2024. February 26, 2026"
EconomyNext (Business),Prime Lands leases Sri Lanka UDA land currently used by Otters Club,2026-02-26,https://economynext.com/prime-lands-leases-sri-lanka-uda-land-currently-used-by-otters-club-262471/,"The lease has been granted for a period of 99 years for Rs3.2bn, including VAT, SSCL and other charges February 26, 2026"
EconomyNext (Economy),SriLankan Airline bondholders to vote on 85-pct debt restructure in March,2026-02-26,https://economynext.com/srilankan-airline-bondholders-to-vote-on-85-pct-debt-restructure-in-march-262377/,"If approved, marks end of last major restructuring hurdle February 26, 2026"
EconomyNext (Economy),Sri Lanka Customs exceeds February 2026 revenue target in first 23 days,2026-02-26,https://economynext.com/sri-lanka-customs-exceeds-february-2026-revenue-target-in-first-23-days-262490/,"It has achieved 18.6 percent of this year’s target in the first 53 days February 26, 2026"
EconomyNext (Economy),Sri Lanka to amend social security contribution levy act,2026-02-25,https://economynext.com/sri-lanka-to-amend-social-security-contribution-levy-act-262248/,"Minister did not say whether the levy will be increased or reduced February 25, 2026"
EconomyNext (Economy),"IMF rep warns Sri Lanka’s success is ""not a finished story"" at investor forum",2026-02-25,https://economynext.com/imf-rep-warns-sri-lankas-success-is-not-a-finished-story-at-investor-forum-262282/,"Investor Forum 2026 by Softlogic Stockbrokers brought industry experts to discuss macroeconomic outlook February 25, 2026"
EconomyNext (Economy),Sri Lanka to allow exporters to invest in domestic dollar bonds,2026-02-25,https://economynext.com/sri-lanka-to-allow-exporters-to-invest-in-domestic-dollar-bonds-262240/,"Intended to increase demand, broaden the government’s foreign currency funding base and improve competitive pricing February 25, 2026"
EconomyNext (Business),Malaysian Airlines to start self check-in counters in Sri Lanka’s BIA soon: sources,2026-02-25,https://economynext.com/malaysian-airlines-to-start-self-check-in-counters-in-sri-lankas-bia-soon-sources-261782/,"State-owned SriLankan,  Singapore Airlines are have already rolled out self check-in counters at BIA February 25, 2026"
EconomyNext (Economy),"Sri Lanka export board, German Import Promotion Desk to ink deal",2026-02-24,https://economynext.com/sri-lanka-export-board-german-import-promotion-desk-to-ink-deal-262174/,"February 24, 2026"
EconomyNext (Economy),Sri Lanka to implement revised national tariff policy,2026-02-24,https://economynext.com/sri-lanka-to-implement-revised-national-tariff-policy-262157/,"February 24, 2026"
EconomyNext (Economy),"Sri Lanka services exports up 24.59-pct in Jan 2026, helped by ICT/BPM",2026-02-24,https://economynext.com/sri-lanka-services-exports-up-24-59-pct-in-jan-2026-helped-by-ict-bpm-262152/,"Total exports of goods and services for January 2026 was 1,532.57 billion US dollars, up 13.71 percent. February 24, 2026"
EconomyNext (Economy),"Sri Lanka goods exports rise 10.66-pct in Jan, helped by coconut, F&B, seafood",2026-02-24,https://economynext.com/sri-lanka-goods-exports-rise-10-66-pct-in-jan-helped-by-coconut-fb-seafood-262125/,"Export earnings from Apparel & Textiles decreased by 2.82 % y-o-y, reaching US$ 447.25 Mn in January 2026 February 24, 2026"
EconomyNext (Economy),"Trump threatens countries that 'play games' with court ruling, Sri Lanka to get 15-pct tariff?",2026-02-24,https://economynext.com/trump-threatens-countries-that-play-games-with-court-ruling-sri-lanka-to-get-15-pct-tariff-262084/,"Trump says global tariff will be raised to 15-pct from an earlier threat of 10-pct February 24, 2026"
EconomyNext (Business),Sri Lanka to repair Kerawalapitiya-Elakanda expressway access road,2026-02-24,https://economynext.com/sri-lanka-to-repair-kerawalapitiya-elakanda-expressway-access-road-262176/,"A feasibility study will be done later on widening the road February 24, 2026"
EconomyNext (Business),MAS Thulhiriya factory restructure aims to boost fabric production: Export chief,2026-02-24,https://economynext.com/mas-thulhiriya-factory-restructure-aims-to-boost-fabric-production-export-chief-262146/,"“This move allows them to further develop and expand the fabric production side within the Methliya facility itself.�... February 24, 2026"
EconomyNext (Business),Sri Lanka to grant freehold land deeds under 'Himikama',2026-02-24,https://economynext.com/sri-lanka-to-grant-freehold-land-deeds-under-himikama-262113/,"""The lack of land ownership and the delay in land development significantly impact the country's economy."" February 24, 2026"
EconomyNext (Business),Sri Lanka to buy 75 motor graders for Rs1.4bn from United Tractors,2026-02-24,https://economynext.com/sri-lanka-to-buy-75-motor-graders-for-rs1-4bn-from-united-tractors-262203/,"The total cost of 1,424.25 million rupees is exclusive of Value Added Tax (VAT). February 24, 2026"
EconomyNext (Business),AI reduces operational costs at Sri Lanka e-commerce platform,2026-02-23,https://economynext.com/ai-reduces-operational-costs-at-sri-lanka-e-commerce-platform-262024/,"“On track to achieve 40 percent operational cost reduction thanks to AI,” February 23, 2026"
EconomyNext (Economy),Sri Lanka's EDB empowers SMEs to go global with 'Beyond Borders' training,2026-02-23,https://economynext.com/sri-lankas-edb-empowers-smes-to-go-global-with-beyond-borders-training-262014/,"EDB conducts training program to improve international trade competitiveness February 23, 2026"
EconomyNext (Economy),Sri Lanka taps UN expertise to reform disaster financing for MSMEs,2026-02-23,https://economynext.com/sri-lanka-taps-un-expertise-to-reform-disaster-financing-for-msmes-262039/,"Government stakeholders participated in session to advance coordinated action towards strengthening economic recovery February 23, 2026"
EconomyNext (Economy),Sri Lanka central bank to 'revisit' inflation target amid rising concerns,2026-02-22,https://economynext.com/sri-lanka-central-bank-to-revisit-inflation-target-amid-rising-concerns-261866/,"Stakeholder consultation planned February 22, 2026"
EconomyNext (Economy),Trump tariff for Sri Lanka to be replaced with 10-pct levy?,2026-02-21,https://economynext.com/trump-tariff-for-sri-lanka-to-be-replaced-with-10-pct-levy-261825/,"Trump blasts his own appointees to the Supreme Court February 21, 2026"
EconomyNext (Economy),Sri Lanka Customs achieves 96-pct of February revenue target in first 19 days,2026-02-21,https://economynext.com/sri-lanka-customs-achieves-96-pct-of-february-revenue-target-in-first-19-days-261818/,"It has achieved 17.8-pct of the 2026 target in first 50 days February 21, 2026"
EconomyNext (Business),"Sri Lanka looks for MICE, wedding, sports to attract high spending tourists",2026-02-20,https://economynext.com/sri-lanka-looks-for-mice-wedding-sports-to-attract-high-spending-tourists-261786/,"Sri Lanka has set 3 million tourist arrival, US$4 billion revenue targets for 2025 February 20, 2026"
EconomyNext (Business),Sri Lanka sets US$4bn tourism revenue goal this year after missing 2025,2026-02-20,https://economynext.com/sri-lanka-sets-us4bn-tourism-revenue-goal-this-year-after-missing-2025-261803/,"February 20, 2026"
EconomyNext (Business),Sri Lanka created new company to manage economic centers better: Minister,2026-02-19,https://economynext.com/sri-lanka-created-new-company-to-manage-economic-centers-better-minister-261667/,"National Agri-Marketing Service created with 7 directors appointed by Wasantha Samarasinghe February 19, 2026"
EconomyNext (Economy),Sri Lanka CB has no plans to impose LTV ratios on gold loans,2026-02-19,https://economynext.com/sri-lanka-cb-has-no-plans-to-impose-ltv-ratios-on-gold-loans-261721/,"Gold prices have soared in world markets to around 5,000 dollars an ounce from 284 dollars around 2,000 February 19, 2026"
EconomyNext (Economy),Sri Lankan SMEs explore European markets at BIOFACH 2026 in Nuremberg,2026-02-19,https://economynext.com/sri-lankan-smes-explore-european-markets-at-biofach-2026-in-nuremberg-261654/,"Team participated in workshops with German and European industry experts, certification bodies and testing agencies, February 19, 2026"
EconomyNext (Economy),Sri Lanka central bank to disclose forex swaps with local banks,2026-02-18,https://economynext.com/sri-lanka-central-bank-to-disclose-forex-swaps-with-local-banks-261434/,"The swap volumes will be disclosed on an ongoing basis February 18, 2026"
EconomyNext (Economy),IMF MD stresses need for structural reforms on visit to Sri Lanka,2026-02-18,https://economynext.com/imf-md-stresses-need-for-structural-reforms-on-visit-to-sri-lanka-261507/,"""the country is poised to achieve higher growth, provided that necessary structural reforms are initiated and sustained February 18, 2026"
EconomyNext (Business),Pakistan sends seven Sahiwal bulls to muscle Sri Lanka dairy industry,2026-02-18,https://economynext.com/pakistan-sends-seven-sahiwal-bulls-to-muscle-sri-lanka-dairy-industry-261506/,"Sahiwal bulls renowned for their superior genetics, high milk-producing lineage February 18, 2026"
EconomyNext (Business),Sri Lanka to use broader term 'fine aggregate’ instead of river sand,2026-02-17,https://economynext.com/sri-lanka-to-use-broader-term-fine-aggregate-instead-of-river-sand-261389/,"This will allow industry stakeholders to use standardized alternatives in place of river sand. February 17, 2026"
EconomyNext (Economy),"Sri Lanka sees 21,984 new active credit cards in December 2025",2026-02-17,https://economynext.com/sri-lanka-sees-21984-new-active-credit-cards-in-december-2025-261291/,"The country saw 7.8-pct growth in active credit cards last year February 17, 2026"
EconomyNext (Economy),"Sri Lanka, Japan forge new economic path amid global trade volatility",2026-02-17,https://economynext.com/sri-lanka-japan-forge-new-economic-path-amid-global-trade-volatility-261339/,"Both countries sign deal during Intergovernmental Economic Policy Dialogue February 17, 2026"
EconomyNext (Economy),Sri Lanka to get USD400mn from World Bank,2026-02-17,https://economynext.com/sri-lanka-to-get-usd400mn-from-world-bank-261356/,"With the aim of enhancing Sri Lanka’s competitiveness and openness, February 17, 2026"
EconomyNext (Business),Sri Lanka to lease Kerawalapitiya land to DHT Cement subsidiary,2026-02-17,https://economynext.com/sri-lanka-to-lease-kerawalapitiya-land-to-dht-cement-subsidiary-261363/,"Powertech Products to invest 7 million dollars for roofing sheet manufacturing plant February 17, 2026"
EconomyNext (Business),Sri Lanka to lease Kerawalapitiya land to MAS Consolidated subsidiary,2026-02-17,https://economynext.com/sri-lanka-to-lease-kerawalapitiya-land-to-mas-consolidated-subsidiary-261407/,"The land, measuring 3 acres, 2 roods and 25.63 perches, is to be used for a supply and storage warehouse facility. February 17, 2026"
EconomyNext (Economy),Sri Lanka central bank expects success in pushing cost of living to 5-pct in 2026,2026-02-16,https://economynext.com/sri-lanka-central-bank-expects-success-in-pushing-cost-of-living-to-5-pct-in-2026-261124/,"By missing its inflation target so far, the central bank has allowed real wage to recover somewhat February 16, 2026"
EconomyNext (Economy),Sri Lanka manufacturing expands at slower rate in Jan 2026: PMI,2026-02-16,https://economynext.com/sri-lanka-manufacturing-expands-at-slower-rate-in-jan-2026-pmi-261237/,"All the sub-indices remained above the neutral threshold during the month, CBSL said. February 16, 2026"
EconomyNext (Economy),Sri Lanka services activities expand in Jan 2026: PMI,2026-02-16,https://economynext.com/sri-lanka-services-activities-expand-in-jan-2026-pmi-261244/,"“The growth was driven by strong performance in wholesale and retail trade, and accommodation, food and beverage servi... February 16, 2026"
EconomyNext (Business),China trains Sri Lanka public officials on tropical food production,2026-02-16,https://economynext.com/china-trains-sri-lanka-public-officials-on-tropical-food-production-261195/,"China-hosted local training on tropical food production and processing in Kandy February 16, 2026"
EconomyNext (Economy),Foreigners buy nearly US$30mn worth Sri Lanka rupee bond,2026-02-15,https://economynext.com/foreigners-buy-nearly-us30mn-worth-sri-lanka-rupee-bond-261094/,"Foreign holding in rupee bonds reaches 29-month high February 15, 2026"
EconomyNext (Economy),IMF Managing Director to visit Sri Lanka,2026-02-14,https://economynext.com/imf-managing-director-to-visit-sri-lanka-261079/,". February 14, 2026"
EconomyNext (Economy),EU stresses Sri Lanka for delivery on commitments for GSP+ survival,2026-02-13,https://economynext.com/eu-stresses-sri-lanka-for-delivery-on-commitments-for-gsp-survival-261058/,"Sri Lanka lost the GSP+ in 2010 over human rights abuses in the final phase of the war February 13, 2026"
EconomyNext (Business),"Sri Lanka rupee stronger, bond yields steady",2026-02-13,https://economynext.com/sri-lanka-rupee-stronger-bond-yields-steady-260931/,"Stocks were trading up February 13, 2026"
EconomyNext (Economy),"Sri Lankan women showcase island’s best in UK, from Ceylon Cinnamon to Scotch Bonnet",2026-02-13,https://economynext.com/sri-lankan-women-showcase-islands-best-in-uk-from-ceylon-cinnamon-to-scotch-bonnet-260948/,"Deepened UK-Sri Lanka collaboration supports first-ever women-focused trade delegation from Sri Lanka to the UK February 13, 2026"
EconomyNext (Economy),Sri Lanka Customs achieves 63-pct of February revenue target in first 12 days,2026-02-13,https://economynext.com/sri-lanka-customs-achieves-63-pct-of-february-revenue-target-in-first-12-days-261006/,"The Customs exceeded the 2025 target by 64-pct and Jan 2025 target by 45-pct February 13, 2026"
EconomyNext (Economy),Sri Lanka extends EOI deadline on Canwill Holdings sale,2026-02-12,https://economynext.com/sri-lanka-extends-eoi-deadline-on-canwill-holdings-sale-260782/,"Sri Lanka hosted a pre-bid meeting this week for prospective investors. February 12, 2026"
EconomyNext (Economy),"Sri Lanka central bank warns of fines, imprisonment for breaking money monopoly",2026-02-12,https://economynext.com/sri-lanka-central-bank-warns-of-fines-imprisonment-for-breaking-money-monopoly-260745/,"Fines of up to Rs25mn for exercising liberities February 12, 2026"
EconomyNext (Business),Sri Lanka hosts IRONMAN 70.3 to drive tourism and urban renewal,2026-02-12,https://economynext.com/sri-lanka-hosts-ironman-70-3-to-drive-tourism-and-urban-renewal-260792/,"IRONMAN 70.3 Colombo is expected to draw nearly 1,000 athletes from over 49 countries February 12, 2026"
EconomyNext (Business),Sri Lanka’s construction sector still sees sluggish growth: industry expert,2026-02-12,https://economynext.com/sri-lankas-construction-sector-still-sees-sluggish-growth-industry-expert-260805/,"Still construction firms quote for projects 35-pct below Engineer's Estimate: expert By By Ranul Seneviratne February 12, 2026"
EconomyNext (Business),Profits in Sri Lanka’s Hayleys Fabric plummet 95-pct in Dec 2025 quarter,2026-02-11,https://economynext.com/profits-in-sri-lankas-hayleys-fabric-plummet-95-pct-in-dec-2025-quarter-260543/,"Lower revenue, higher admin cost drag net profit February 11, 2026"
EconomyNext (Economy),Prospective investor for Sri Lanka's Hyatt building shows interest in running casino,2026-02-11,https://economynext.com/prospective-investor-for-sri-lankas-hyatt-building-shows-interest-in-running-casino-260520/,"The bidder was asked to get independent legal advice February 11, 2026"
EconomyNext (Economy),"Sri Lanka, Japan to formalize economic policy dialogue with MoU",2026-02-10,https://economynext.com/sri-lanka-japan-to-formalize-economic-policy-dialogue-with-mou-260466/,"To promote and strengthen trade, investment and economic development February 10, 2026"
EconomyNext (Economy),"Sri Lanka to use $100mn of World Bank funds for Northern, Eastern province development",2026-02-10,https://economynext.com/sri-lanka-to-use-100mn-of-world-bank-funds-for-northern-eastern-province-development-260426/,"Cabinet approved proposal to allocate $100mn of $1,000mn financial support from World Bank February 10, 2026"
EconomyNext (Economy),Sri Lanka foreign reserves marginally down in Jan 2026,2026-02-10,https://economynext.com/sri-lanka-foreign-reserves-marginally-down-in-jan-2026-260398/,"In January the central bank bought 209.8 million dollars and sold 9.5 million dollars February 10, 2026"
EconomyNext (Economy),"Sri Lanka to remove para-tariffs cess, PAL: Deputy Minister",2026-02-10,https://economynext.com/sri-lanka-to-remove-para-tariffs-cess-pal-deputy-minister-260390/,"Abeysinghe's statement came after a third round of discussions with World Bank representatives February 10, 2026"
EconomyNext (Business),Sri Lanka-Canada business council marks 35 years of fostering bilateral ties,2026-02-09,https://economynext.com/sri-lanka-canada-business-council-marks-35-years-of-fostering-bilateral-ties-260293/,"Welcomes Canadian High Commissioner Isabelle Martin February 9, 2026"
EconomyNext (Economy),Climate risk to become increasingly important sovereign rating driver: Fitch,2026-02-09,https://economynext.com/climate-risk-to-become-increasingly-important-sovereign-rating-driver-fitch-260212/,"Sri Lanka recently faced an extreme weather event February 9, 2026"
EconomyNext (Economy),ADB appoints Shannon Cowlin as Sri Lanka Country Director,2026-02-09,https://economynext.com/adb-appoints-shannon-cowlin-as-sri-lanka-country-director-260262/,"As Sri Lanka continues on its path to recovery, ADB remains firmly committed to assisting the nation in rebuilding February 9, 2026"
EconomyNext (Business),Brussels restaurant fuses East and West braving economic headwinds,2026-02-08,https://economynext.com/brussels-restaurant-fuses-east-and-west-braving-economic-headwinds-260142/,"Money printing and stimulus taking its toll on the restaurant sector February 8, 2026"
EconomyNext (Economy),Sri Lanka worker remittances up 31.1-pct to US$751.1mn in January 2026,2026-02-07,https://economynext.com/sri-lanka-worker-remittances-up-31-1-pct-to-us751-1mn-in-january-2026-260038/,"The remittances hit record monthly high in December last year, annual peak in 2025 February 7, 2026"
EconomyNext (Economy),Sri Lanka’s foreign policy “anchored” in economic diplomacy: FM,2026-02-07,https://economynext.com/sri-lankas-foreign-policy-anchored-in-economic-diplomacy-fm-259987/,"Sri Lanka's past mishandling of foreign policy also has been a reason for 2022 economic crisis February 7, 2026"
EconomyNext (Business),Sri Lanka January tourism revenue down 5.6 pct,2026-02-07,https://economynext.com/sri-lanka-january-tourism-revenue-down-5-6-pct-260049/,"Tourism revenue has fallen since the change in average daily tourist spending February 7, 2026"
EconomyNext (Economy),Sri Lanka sets up investor call for bond holders,2026-02-07,https://economynext.com/sri-lanka-sets-up-investor-call-for-bond-holders-260028/,"To be held at 8:30 am Eastern Standard Time / 1:30 pm Greenwich Mean Time /7:00 pm Indian Standard Time, Feb 11 February 7, 2026"
